index,Latitude,Longitude,Time Range,crime count,Occurrence of Crime
21136085,34.1937,-118.3004,10:00 PM - 10:30 PM,0,No
17668764,34.1356,-118.5744,03:30 AM - 04:00 AM,0,No
23213288,34.2282,-118.3518,05:30 PM - 06:00 PM,0,No
5921219,34.0145,-118.2415,09:00 AM - 09:30 AM,0,No
5143088,34.0001,-118.4443,09:30 AM - 10:00 AM,0,No
21721961,34.203,-118.2264,09:00 AM - 09:30 AM,0,No
6504436,34.0205,-118.4759,06:00 AM - 06:30 AM,0,No
24973469,34.2647,-118.3452,09:30 AM - 10:00 AM,0,No
6295369,34.0184,-118.4073,12:30 AM - 01:00 AM,0,No
12262210,34.0607,-118.3431,02:00 AM - 02:30 AM,0,No
24296745,34.25,-118.2955,12:30 AM - 01:00 AM,0,No
20270179,34.1816,-118.3383,09:30 AM - 10:00 AM,0,No
18044854,34.1441,-118.3265,01:30 AM - 02:00 AM,0,No
22226527,34.2115,-118.1933,07:30 PM - 08:00 PM,0,No
20455331,34.1848,-118.2916,07:00 PM - 07:30 PM,0,No
115751,33.7306,-118.4465,06:30 PM - 07:00 PM,0,No
6290403,34.0184,-118.4586,08:30 AM - 09:00 AM,0,No
23271206,34.2292,-118.5448,01:00 AM - 01:30 AM,0,No
1642883,33.9388,-118.274,10:30 PM - 11:00 PM,0,No
7840587,34.0326,-118.3953,12:00 AM - 12:30 AM,0,No
11282773,34.0541,-118.4493,12:00 AM - 12:30 AM,0,No
2635333,33.9633,-118.3774,09:30 PM - 10:00 PM,0,No
15772961,34.1005,-118.4331,09:30 PM - 10:00 PM,0,No
25781066,34.3085,-118.1989,07:30 AM - 08:00 AM,0,No
14110620,34.0764,-118.2032,10:30 PM - 11:00 PM,0,No
12398188,34.0617,-118.4287,05:30 AM - 06:00 AM,0,No
22464148,34.2152,-118.3034,02:00 PM - 02:30 PM,0,No
12772991,34.0643,-118.28,06:00 PM - 06:30 PM,0,No
4894258,33.9961,-118.4177,03:30 AM - 04:00 AM,0,No
25917499,34.3232,-118.2695,03:30 AM - 04:00 AM,0,No
19505589,34.1719,-118.4502,12:30 PM - 01:00 PM,0,No
25306084,34.271,-118.2748,07:30 AM - 08:00 AM,0,No
9004443,34.0415,-118.2715,09:00 PM - 09:30 PM,0,No
8667447,34.0388,-118.3816,06:00 PM - 06:30 PM,0,No
24392250,34.2512,-118.4184,01:00 AM - 01:30 AM,0,No
24973740,34.2647,-118.3423,04:00 AM - 04:30 AM,0,No
17851064,34.141,-118.4803,08:30 PM - 09:00 PM,0,No
2108923,33.9527,-118.277,04:30 PM - 05:00 PM,0,No
9595612,34.0448,-118.4452,10:30 PM - 11:00 PM,0,No
4875776,33.9958,-118.2676,09:30 PM - 10:00 PM,0,No
2875084,33.9674,-118.5575,12:00 AM - 12:30 AM,0,No
17928184,34.143,-118.4272,05:00 PM - 05:30 PM,0,No
20270824,34.1816,-118.3309,03:00 AM - 03:30 AM,0,No
1185346,33.9274,-118.6157,03:00 AM - 03:30 AM,0,No
19397779,34.1695,-118.4505,04:30 PM - 05:00 PM,0,No
14146681,34.0766,-118.1996,05:00 AM - 05:30 AM,0,No
3540954,33.9792,-118.3015,10:30 AM - 11:00 AM,0,No
6692950,34.0223,-118.3768,04:30 AM - 05:00 AM,0,No
14020044,34.0759,-118.3615,07:00 PM - 07:30 PM,0,No
11593168,34.0556,-118.2504,03:30 AM - 04:00 AM,0,No
15682812,34.0987,-118.2743,08:00 PM - 08:30 PM,0,No
23521283,34.2331,-118.5843,07:30 PM - 08:00 PM,0,No
13025636,34.0671,-118.2741,04:30 AM - 05:00 AM,0,No
7435261,34.0291,-118.5583,01:00 AM - 01:30 AM,0,No
3854389,33.9847,-118.3989,06:30 AM - 07:00 AM,0,No
23365532,34.2299,-118.2821,11:00 PM - 11:30 PM,0,No
11747342,34.056999999999995,-118.4693,10:30 AM - 11:00 AM,0,No
24919534,34.2597,-118.1954,08:00 PM - 08:30 PM,0,No
15185697,34.0899,-118.24,10:00 PM - 10:30 PM,0,No
18120157,34.1449,-118.2976,06:00 AM - 06:30 AM,0,No
11430159,34.0545,-118.4084,08:30 PM - 09:00 PM,0,No
4007838,33.9863,-118.301,03:30 AM - 04:00 AM,0,No
7968896,34.0329,-118.2323,11:00 PM - 11:30 PM,0,No
15515844,34.0971,-118.5269,08:00 AM - 08:30 AM,0,No
995889,33.8012,-118.2765,03:00 AM - 03:30 AM,0,No
25372882,34.2724,-118.3024,01:00 PM - 01:30 PM,0,No
3535262,33.9792,-118.3555,08:00 AM - 08:30 AM,0,No
2576111,33.9611,-118.27600000000001,08:30 PM - 09:00 PM,0,No
13083404,34.0673,-118.391,07:00 AM - 07:30 AM,0,No
12006443,34.0587,-118.387,05:30 AM - 06:00 AM,0,No
1414434,33.9347,-118.3774,08:00 AM - 08:30 AM,0,No
11796582,34.0573,-118.3301,02:30 AM - 03:00 AM,0,No
11790448,34.0573,-118.3954,02:00 PM - 02:30 PM,0,No
15828303,34.1006,-118.2631,09:30 AM - 10:00 AM,0,No
17354168,34.1289,-118.4192,02:30 PM - 03:00 PM,0,No
5176956,34.0007,-118.463,12:00 AM - 12:30 AM,0,No
4398259,33.9909,-118.3445,11:00 PM - 11:30 PM,0,No
5457548,34.0074,-118.1898,01:00 AM - 01:30 AM,0,No
21531278,34.1994,-118.2981,07:00 AM - 07:30 AM,0,No
18566214,34.1555,-118.5807,07:30 PM - 08:00 PM,0,No
23853649,34.2427,-118.4184,10:30 AM - 11:00 AM,0,No
1223062,33.9299,-118.5642,02:00 PM - 02:30 PM,0,No
552266,33.7753,-118.3814,08:00 AM - 08:30 AM,0,No
17678634,34.1356,-118.402,03:30 AM - 04:00 AM,0,No
17945956,34.143,-118.2695,08:00 PM - 08:30 PM,0,No
10601937,34.0496,-118.4372,03:00 AM - 03:30 AM,0,No
20365041,34.1837,-118.4749,05:30 PM - 06:00 PM,0,No
11230678,34.0536,-118.2717,02:00 PM - 02:30 PM,0,No
10607423,34.0496,-118.3727,08:00 PM - 08:30 PM,0,No
23761056,34.2394,-118.2787,09:00 AM - 09:30 AM,0,No
15342811,34.0935,-118.4272,06:30 PM - 07:00 PM,0,No
3336317,33.9759,-118.2381,11:00 AM - 11:30 AM,0,No
17727948,34.1379,-118.2821,09:00 AM - 09:30 AM,0,No
19401252,34.1695,-118.4163,02:00 PM - 02:30 PM,0,No
25119900,34.2674,-118.31299999999999,10:30 PM - 11:00 PM,0,No
17967574,34.1431,-118.3822,07:00 PM - 07:30 PM,0,No
24296395,34.25,-118.2974,01:30 PM - 02:00 PM,0,No
6497119,34.0203,-118.2232,01:30 PM - 02:00 PM,0,No
5823312,34.0141,-118.463,06:00 AM - 06:30 AM,0,No
16056100,34.1032,-118.47200000000001,03:30 AM - 04:00 AM,0,No
11289195,34.0541,-118.3768,03:00 PM - 03:30 PM,0,No
4783103,33.9949,-118.4509,03:30 AM - 04:00 AM,0,No
23739363,34.2394,-118.5014,07:30 PM - 08:00 PM,0,No
20701432,34.1885,-118.3332,12:00 AM - 12:30 AM,0,No
4980994,33.9967,-118.2796,02:00 PM - 02:30 PM,0,No
24739322,34.2545,-118.2063,01:00 PM - 01:30 PM,0,No
6902859,34.0233,-118.4422,08:00 AM - 08:30 AM,0,No
18488107,34.1505,-118.24799999999999,11:00 PM - 11:30 PM,0,No
7708434,34.0319,-118.2874,05:30 AM - 06:00 AM,0,No
4434477,33.9911,-118.3406,01:30 PM - 02:00 PM,0,No
439356,33.7553,-118.4427,12:00 AM - 12:30 AM,0,No
812986,33.7868,-118.2951,01:30 PM - 02:00 PM,0,No
10799873,34.0509,-118.2712,12:30 PM - 01:00 PM,0,No
4003451,33.9863,-118.3424,07:00 PM - 07:30 PM,0,No
2644352,33.9633,-118.2944,07:00 PM - 07:30 PM,0,No
5562701,34.0087,-118.23700000000001,08:00 AM - 08:30 AM,0,No
20235477,34.1804,-118.3248,01:30 AM - 02:00 AM,0,No
14268828,34.0781,-118.3848,02:00 AM - 02:30 AM,0,No
22651171,34.2175,-118.2615,07:00 PM - 07:30 PM,0,No
13122596,34.0677,-118.3571,04:00 AM - 04:30 AM,0,No
17760111,34.1392,-118.3039,04:30 PM - 05:00 PM,0,No
9843686,34.0459,-118.4774,03:00 AM - 03:30 AM,0,No
1133636,33.9237,-118.3101,09:30 PM - 10:00 PM,0,No
4325383,33.9904,-118.3544,10:00 AM - 10:30 AM,0,No
13078727,34.0673,-118.4451,06:30 PM - 07:00 PM,0,No
3361391,33.9761,-118.3017,10:30 PM - 11:00 PM,0,No
13086760,34.0673,-118.3563,04:30 PM - 05:00 PM,0,No
7823734,34.0325,-118.2462,10:00 AM - 10:30 AM,0,No
10055390,34.0468,-118.5938,11:00 AM - 11:30 AM,0,No
18156763,34.1467,-118.2937,02:30 AM - 03:00 AM,0,No
2550348,33.9611,-118.6017,05:00 PM - 05:30 PM,0,No
10103177,34.0471,-118.3885,05:00 AM - 05:30 AM,0,No
21119228,34.1937,-118.4699,06:30 AM - 07:00 AM,0,No
3772812,33.9842,-118.5575,02:00 PM - 02:30 PM,0,No
7065610,34.0252,-118.2702,03:00 AM - 03:30 AM,0,No
5593610,34.0099,-118.2695,11:00 PM - 11:30 PM,0,No
9398627,34.0437,-118.27600000000001,06:30 PM - 07:00 PM,0,No
6863786,34.0232,-118.4698,12:00 AM - 12:30 AM,0,No
1350635,33.931999999999995,-118.3012,09:30 PM - 10:00 PM,0,No
25032350,34.2657,-118.4923,04:30 AM - 05:00 AM,0,No
14171392,34.0772,-118.2917,11:00 PM - 11:30 PM,0,No
13227411,34.0683,-118.38600000000001,06:30 AM - 07:00 AM,0,No
5531054,34.0087,-118.5906,12:00 AM - 12:30 AM,0,No
18386615,34.1502,-118.5808,01:30 PM - 02:00 PM,0,No
3620293,33.9805,-118.2586,12:00 PM - 12:30 PM,0,No
25612632,34.2871,-118.4237,02:30 PM - 03:00 PM,0,No
12930580,34.0668,-118.5233,05:00 PM - 05:30 PM,0,No
22498708,34.2153,-118.3119,09:30 PM - 10:00 PM,0,No
20095189,34.1794,-118.2973,05:00 AM - 05:30 AM,0,No
11337980,34.0542,-118.2741,02:30 PM - 03:00 PM,0,No
14556269,34.0807,-118.3823,08:00 PM - 08:30 PM,0,No
25218407,34.2706,-118.4158,08:00 PM - 08:30 PM,0,No
25665827,34.2904,-118.271,10:00 AM - 10:30 AM,0,No
10886023,34.0516,-118.4654,12:00 PM - 12:30 PM,0,No
21966286,34.2063,-118.2763,06:30 PM - 07:00 PM,0,No
879664,33.7896,-118.339,06:00 AM - 06:30 AM,0,No
24843389,34.2559,-118.2499,05:30 PM - 06:00 PM,0,No
16227255,34.1038,-118.2387,05:30 PM - 06:00 PM,0,No
20150590,34.1797,-118.4632,10:30 PM - 11:00 PM,0,No
24558725,34.2534,-118.225,01:30 AM - 02:00 AM,0,No
1109715,33.8817,-118.2408,10:30 PM - 11:00 PM,0,No
18144637,34.1467,-118.413,02:30 AM - 03:00 AM,0,No
16179307,34.1037,-118.3088,01:30 PM - 02:00 PM,0,No
17492974,34.1314,-118.4662,10:00 PM - 10:30 PM,0,No
4140518,33.9885,-118.413,03:00 AM - 03:30 AM,0,No
3248764,33.9747,-118.3473,03:00 PM - 03:30 PM,0,No
25382706,34.2724,-118.2463,01:30 PM - 02:00 PM,0,No
23570569,34.2332,-118.3699,11:00 AM - 11:30 AM,0,No
3495954,33.9784,-118.391,12:00 AM - 12:30 AM,0,No
14494217,34.0802,-118.2936,02:00 PM - 02:30 PM,0,No
9120411,34.0421,-118.1846,07:00 AM - 07:30 AM,0,No
21488862,34.1979,-118.3616,07:30 PM - 08:00 PM,0,No
12376659,34.0612,-118.2869,04:00 AM - 04:30 AM,0,No
10606011,34.0496,-118.3874,07:00 PM - 07:30 PM,0,No
14017051,34.0759,-118.39,03:00 AM - 03:30 AM,0,No
24353431,34.2508,-118.4479,02:30 AM - 03:00 AM,0,No
23544454,34.2331,-118.2852,07:30 PM - 08:00 PM,0,No
13848016,34.0736,-118.2928,03:00 PM - 03:30 PM,0,No
3975267,33.9859,-118.2813,03:30 AM - 04:00 AM,0,No
2092485,33.9527,-118.4297,10:30 PM - 11:00 PM,0,No
489942,33.7611,-118.2941,07:00 AM - 07:30 AM,0,No
25504271,34.2764,-118.4311,01:30 AM - 02:00 AM,0,No
10083336,34.0468,-118.2615,01:30 AM - 02:00 AM,0,No
17716943,34.1379,-118.3741,05:30 AM - 06:00 AM,0,No
14417417,34.0797,-118.3349,01:00 PM - 01:30 PM,0,No
4716468,33.9943,-118.3965,09:00 AM - 09:30 AM,0,No
13604480,34.0717,-118.2485,12:30 AM - 01:00 AM,0,No
9403144,34.0437,-118.2493,09:00 PM - 09:30 PM,0,No
7955625,34.0329,-118.316,02:30 PM - 03:00 PM,0,No
15586452,34.098,-118.5579,03:00 PM - 03:30 PM,0,No
23397668,34.2302,-118.3039,05:00 PM - 05:30 PM,0,No
17075785,34.1192,-118.3227,01:30 PM - 02:00 PM,0,No
16453092,34.1076,-118.4517,06:30 PM - 07:00 PM,0,No
20562474,34.1867,-118.2942,10:30 AM - 11:00 AM,0,No
22816178,34.2214,-118.3726,02:00 PM - 02:30 PM,0,No
11773156,34.056999999999995,-118.249,04:00 PM - 04:30 PM,0,No
10703666,34.0503,-118.5367,01:30 PM - 02:00 PM,0,No
7412641,34.0286,-118.3636,06:00 PM - 06:30 PM,0,No
14589042,34.0812,-118.4225,03:30 AM - 04:00 AM,0,No
11999849,34.0587,-118.4585,10:00 PM - 10:30 PM,0,No
15577612,34.0977,-118.2588,01:00 PM - 01:30 PM,0,No
3278579,33.9757,-118.4158,12:00 AM - 12:30 AM,0,No
5536024,34.0087,-118.4632,05:30 PM - 06:00 PM,0,No
6101143,34.0163,-118.2389,01:00 PM - 01:30 PM,0,No
9090253,34.0421,-118.4677,03:00 PM - 03:30 PM,0,No
22436871,34.2148,-118.2542,05:30 AM - 06:00 AM,0,No
22767916,34.2198,-118.5606,05:30 PM - 06:00 PM,0,No
8744282,34.0391,-118.3314,01:00 PM - 01:30 PM,0,No
1815063,33.9455,-118.3216,08:30 AM - 09:00 AM,0,No
16876731,34.1145,-118.1601,09:00 AM - 09:30 AM,0,No
4725589,33.9943,-118.3034,10:30 AM - 11:00 AM,0,No
18544335,34.155,-118.3621,07:30 AM - 08:00 AM,0,No
15273374,34.0917,-118.3969,09:30 AM - 10:00 AM,0,No
18767287,34.1589,-118.2936,11:00 PM - 11:30 PM,0,No
9983520,34.0466,-118.5943,07:30 AM - 08:00 AM,0,No
17553294,34.1318,-118.2547,08:00 AM - 08:30 AM,0,No
7277717,34.0267,-118.2869,01:00 AM - 01:30 AM,0,No
534450,33.7751,-118.2459,06:30 AM - 07:00 AM,0,No
11760396,34.056999999999995,-118.3329,04:30 AM - 05:00 AM,0,No
8933979,34.0409,-118.2631,03:30 PM - 04:00 PM,0,No
24286034,34.25,-118.3989,03:00 AM - 03:30 AM,0,No
12518881,34.0621,-118.2958,04:00 AM - 04:30 AM,0,No
23429006,34.2319,-118.3474,11:30 AM - 12:00 PM,0,No
2110739,33.9527,-118.2683,08:00 AM - 08:30 AM,0,No
20468813,34.1849,-118.5906,03:30 PM - 04:00 PM,0,No
13103016,34.0673,-118.24,01:30 PM - 02:00 PM,0,No
4381060,33.9909,-118.6274,01:00 AM - 01:30 AM,0,No
10620447,34.0496,-118.2704,10:30 PM - 11:00 PM,0,No
5983300,34.0149,-118.2974,06:00 AM - 06:30 AM,0,No
7146776,34.0256,-118.5943,01:30 AM - 02:00 AM,0,No
5948389,34.0146,-118.2918,11:00 AM - 11:30 AM,0,No
3989517,33.9863,-118.523,08:00 AM - 08:30 AM,0,No
9050097,34.042,-118.5896,06:00 AM - 06:30 AM,0,No
13229537,34.0683,-118.3659,12:00 PM - 12:30 PM,0,No
14783511,34.0844,-118.2821,06:30 PM - 07:00 PM,0,No
15860311,34.1007,-118.2845,10:00 AM - 10:30 AM,0,No
5963874,34.0149,-118.536,10:00 PM - 10:30 PM,0,No
24455497,34.2518,-118.5657,05:00 PM - 05:30 PM,0,No
24883211,34.2592,-118.1994,12:30 AM - 01:00 AM,0,No
18324285,34.149,-118.4102,09:30 AM - 10:00 AM,0,No
8538903,34.0379,-118.2637,06:30 PM - 07:00 PM,0,No
18881298,34.1603,-118.258,05:30 PM - 06:00 PM,0,No
10027863,34.0467,-118.4313,06:30 PM - 07:00 PM,0,No
22968155,34.2246,-118.2955,03:30 AM - 04:00 AM,0,No
5016607,33.9983,-118.2813,07:30 AM - 08:00 AM,0,No
14987610,34.0868,-118.3783,07:30 AM - 08:00 AM,0,No
25060390,34.2657,-118.24,06:30 PM - 07:00 PM,0,No
14068860,34.0763,-118.26299999999999,10:30 AM - 11:00 AM,0,No
20819988,34.1898,-118.2594,11:00 AM - 11:30 AM,0,No
3727659,33.9833,-118.2615,09:00 PM - 09:30 PM,0,No
8635877,34.0385,-118.3386,01:30 AM - 02:00 AM,0,No
11855,33.7161,-118.4025,05:30 AM - 06:00 AM,0,No
10563708,34.0495,-118.4563,05:30 PM - 06:00 PM,0,No
5149118,34.0001,-118.3742,04:30 PM - 05:00 PM,0,No
8070751,34.0344,-118.2717,02:30 AM - 03:00 AM,0,No
18195800,34.1468,-118.2767,04:00 PM - 04:30 PM,0,No
5691391,34.0109,-118.3387,10:00 AM - 10:30 AM,0,No
15814534,34.1006,-118.369,10:30 AM - 11:00 AM,0,No
16752399,34.1106,-118.3248,12:30 AM - 01:00 AM,0,No
3788943,33.9842,-118.3324,07:00 PM - 07:30 PM,0,No
10582775,34.0495,-118.2789,10:00 AM - 10:30 AM,0,No
11109971,34.0529,-118.3735,08:30 AM - 09:00 AM,0,No
7811196,34.0325,-118.3258,03:30 PM - 04:00 PM,0,No
25621678,34.2871,-118.3248,02:00 AM - 02:30 AM,0,No
3351772,33.9761,-118.3987,07:00 AM - 07:30 AM,0,No
14709601,34.0836,-118.2937,05:30 AM - 06:00 AM,0,No
20290704,34.1817,-118.54899999999999,02:30 AM - 03:00 AM,0,No
21693403,34.203,-118.4771,06:00 PM - 06:30 PM,0,No
9265157,34.0431,-118.6016,12:00 AM - 12:30 AM,0,No
17152026,34.1227,-118.2892,05:00 PM - 05:30 PM,0,No
11409274,34.0544,-118.2764,12:00 PM - 12:30 PM,0,No
24270762,34.2472,-118.23700000000001,04:30 AM - 05:00 AM,0,No
10481004,34.0487,-118.2456,02:00 AM - 02:30 AM,0,No
16825913,34.1129,-118.3066,03:30 AM - 04:00 AM,0,No
2641363,33.9633,-118.3151,05:00 AM - 05:30 AM,0,No
24985810,34.2647,-118.2569,11:00 PM - 11:30 PM,0,No
9667729,34.0452,-118.4427,08:30 AM - 09:00 AM,0,No
12337122,34.0611,-118.3089,10:30 PM - 11:00 PM,0,No
19553273,34.172,-118.3244,02:00 AM - 02:30 AM,0,No
9950037,34.0462,-118.5289,09:30 PM - 10:00 PM,0,No
13731780,34.0728,-118.3699,12:30 PM - 01:00 PM,0,No
23919037,34.2439,-118.4967,04:00 PM - 04:30 PM,0,No
9793129,34.0455,-118.2774,10:30 AM - 11:00 AM,0,No
24895206,34.2597,-118.4158,05:30 AM - 06:00 AM,0,No
24478248,34.2518,-118.2845,06:30 PM - 07:00 PM,0,No
5671786,34.0102,-118.2134,07:00 AM - 07:30 AM,0,No
58,33.7161,-118.6482,05:30 AM - 06:00 AM,0,No
7309990,34.0268,-118.3089,04:30 PM - 05:00 PM,0,No
3078282,33.9713,-118.2775,08:30 AM - 09:00 AM,0,No
7501522,34.0292,-118.2394,08:00 PM - 08:30 PM,0,No
11877884,34.0577,-118.2674,10:00 PM - 10:30 PM,0,No
13475343,34.0712,-118.4294,10:00 AM - 10:30 AM,0,No
11024351,34.0525,-118.6103,03:30 PM - 04:00 PM,0,No
10956670,34.0519,-118.4815,03:00 PM - 03:30 PM,0,No
16413288,34.1069,-118.5308,09:00 PM - 09:30 PM,0,No
8050748,34.0344,-118.4509,12:00 PM - 12:30 PM,0,No
15748154,34.1004,-118.3101,02:30 AM - 03:00 AM,0,No
12740192,34.0642,-118.2634,09:30 PM - 10:00 PM,0,No
22458144,34.2152,-118.3634,08:00 PM - 08:30 PM,0,No
11760762,34.056999999999995,-118.3296,11:00 PM - 11:30 PM,0,No
22578211,34.2164,-118.2685,11:00 AM - 11:30 AM,0,No
5051098,33.9987,-118.2886,04:00 AM - 04:30 AM,0,No
4788644,33.9949,-118.391,01:00 AM - 01:30 AM,0,No
4221620,33.9891,-118.3113,04:30 PM - 05:00 PM,0,No
16901847,34.1152,-118.2838,06:00 PM - 06:30 PM,0,No
15097959,34.0889,-118.3524,04:00 AM - 04:30 AM,0,No
9124840,34.0423,-118.4999,12:30 PM - 01:00 PM,0,No
25929685,34.3261,-118.5033,10:00 AM - 10:30 AM,0,No
11679250,34.0565,-118.4366,04:00 PM - 04:30 PM,0,No
14986298,34.0868,-118.3953,09:30 AM - 10:00 AM,0,No
8446692,34.0376,-118.4442,08:00 PM - 08:30 PM,0,No
2550082,33.9611,-118.609,01:30 AM - 02:00 AM,0,No
18010009,34.1436,-118.3151,04:00 PM - 04:30 PM,0,No
7158789,34.0256,-118.3878,03:30 PM - 04:00 PM,0,No
5990913,34.0149,-118.2547,05:30 AM - 06:00 AM,0,No
7544402,34.0308,-118.523,04:30 AM - 05:00 AM,0,No
16383806,34.1054,-118.4299,02:30 PM - 03:00 PM,0,No
4121544,33.9883,-118.2684,10:00 AM - 10:30 AM,0,No
23020631,34.226,-118.5269,03:30 PM - 04:00 PM,0,No
24323679,34.2505,-118.3783,02:00 AM - 02:30 AM,0,No
23315215,34.2295,-118.4163,09:30 AM - 10:00 AM,0,No
22140374,34.2094,-118.3063,06:30 PM - 07:00 PM,0,No
17319821,34.1284,-118.3998,07:30 PM - 08:00 PM,0,No
1482348,33.936,-118.4269,07:30 AM - 08:00 AM,0,No
16538276,34.1079,-118.309,05:00 AM - 05:30 AM,0,No
13588214,34.0717,-118.3695,10:00 PM - 10:30 PM,0,No
3864935,33.9847,-118.2967,03:30 PM - 04:00 PM,0,No
9519718,34.0445,-118.5033,04:30 AM - 05:00 AM,0,No
18337312,34.149,-118.2871,01:30 PM - 02:00 PM,0,No
13094558,34.0673,-118.2881,02:30 PM - 03:00 PM,0,No
2871197,33.9659,-118.2098,07:00 AM - 07:30 AM,0,No
7780819,34.0321,-118.2852,08:00 AM - 08:30 AM,0,No
2807221,33.9654,-118.4599,02:30 AM - 03:00 AM,0,No
24959523,34.2647,-118.5292,04:00 PM - 04:30 PM,0,No
4301421,33.9897,-118.2665,02:00 PM - 02:30 PM,0,No
6107151,34.0164,-118.546,09:00 AM - 09:30 AM,0,No
20758096,34.1894,-118.5317,02:30 PM - 03:00 PM,0,No
4381413,33.9909,-118.609,01:00 PM - 01:30 PM,0,No
19603600,34.1721,-118.2222,08:30 PM - 09:00 PM,0,No
4280533,33.9897,-118.4503,04:00 AM - 04:30 AM,0,No
9869181,34.0459,-118.2539,01:30 PM - 02:00 PM,0,No
25718024,34.2963,-118.4474,12:00 AM - 12:30 AM,0,No
4109150,33.9883,-118.3634,05:00 PM - 05:30 PM,0,No
1712486,33.9406,-118.2849,08:30 PM - 09:00 PM,0,No
6569743,34.0206,-118.2098,06:00 PM - 06:30 PM,0,No
11564191,34.0556,-118.5804,02:30 PM - 03:00 PM,0,No
1921031,33.9473,-118.3387,12:00 AM - 12:30 AM,0,No
3191825,33.9733,-118.2445,04:00 AM - 04:30 AM,0,No
17619310,34.1341,-118.2867,10:00 PM - 10:30 PM,0,No
4107767,33.9883,-118.3742,07:00 AM - 07:30 AM,0,No
20414262,34.1841,-118.3325,12:00 AM - 12:30 AM,0,No
19847077,34.1773,-118.2787,05:30 AM - 06:00 AM,0,No
20434848,34.1848,-118.5338,12:00 AM - 12:30 AM,0,No
10864480,34.0514,-118.3119,03:30 AM - 04:00 AM,0,No
21128889,34.1937,-118.3695,07:30 PM - 08:00 PM,0,No
21072759,34.1922,-118.2513,01:30 PM - 02:00 PM,0,No
9576820,34.0446,-118.2821,03:00 AM - 03:30 AM,0,No
13559121,34.0714,-118.3025,10:00 PM - 10:30 PM,0,No
1999714,33.9507,-118.2849,02:30 AM - 03:00 AM,0,No
18844326,34.16,-118.2653,02:30 AM - 03:00 AM,0,No
20662180,34.1884,-118.3681,08:00 PM - 08:30 PM,0,No
4106428,33.9883,-118.391,07:00 PM - 07:30 PM,0,No
12572553,34.0627,-118.4803,03:00 AM - 03:30 AM,0,No
6652620,34.0222,-118.4309,02:30 AM - 03:00 AM,0,No
12766770,34.0643,-118.3237,09:30 AM - 10:00 AM,0,No
17127440,34.1195,-118.1969,02:30 PM - 03:00 PM,0,No
3800071,33.9842,-118.2569,01:30 PM - 02:00 PM,0,No
13070059,34.0672,-118.1898,08:30 AM - 09:00 AM,0,No
20110041,34.1795,-118.5829,05:00 AM - 05:30 AM,0,No
17308534,34.1284,-118.6017,04:00 PM - 04:30 PM,0,No
16854562,34.1145,-118.3806,04:30 PM - 05:00 PM,0,No
22224893,34.2115,-118.2189,01:30 AM - 02:00 AM,0,No
7277122,34.0267,-118.2915,09:00 AM - 09:30 AM,0,No
15114378,34.0889,-118.2362,12:00 PM - 12:30 PM,0,No
1521159,33.9367,-118.3885,02:00 AM - 02:30 AM,0,No
15820774,34.1006,-118.3051,05:00 AM - 05:30 AM,0,No
1546024,33.9378,-118.5745,03:00 AM - 03:30 AM,0,No
12010378,34.0587,-118.3469,10:30 PM - 11:00 PM,0,No
10871189,34.0514,-118.2741,09:00 PM - 09:30 PM,0,No
25177182,34.2702,-118.4674,05:00 PM - 05:30 PM,0,No
1389136,33.9345,-118.2856,02:00 AM - 02:30 AM,0,No
4568472,33.9926,-118.4452,12:30 PM - 01:00 PM,0,No
24088264,34.2448,-118.2556,06:00 AM - 06:30 AM,0,No
18834712,34.16,-118.32799999999999,01:00 PM - 01:30 PM,0,No
9497030,34.0444,-118.3457,11:00 AM - 11:30 AM,0,No
12057400,34.0588,-118.2674,10:00 AM - 10:30 AM,0,No
640576,33.7799,-118.255,06:30 AM - 07:00 AM,0,No
24143463,34.2455,-118.38600000000001,04:30 PM - 05:00 PM,0,No
10185945,34.0473,-118.2886,05:30 AM - 06:00 AM,0,No
25637745,34.2871,-118.1943,10:00 PM - 10:30 PM,0,No
16954586,34.1155,-118.4643,08:30 PM - 09:00 PM,0,No
6721816,34.0225,-118.4533,08:30 AM - 09:00 AM,0,No
2625039,33.9633,-118.523,09:00 PM - 09:30 PM,0,No
14048804,34.0763,-118.4413,05:00 PM - 05:30 PM,0,No
15928788,34.1017,-118.3039,09:00 AM - 09:30 AM,0,No
10345859,34.048,-118.4959,03:30 PM - 04:00 PM,0,No
19022124,34.163000000000004,-118.2749,01:00 AM - 01:30 AM,0,No
15423108,34.0956,-118.3324,05:30 AM - 06:00 AM,0,No
4254691,33.9892,-118.3435,08:00 AM - 08:30 AM,0,No
6420099,34.0199,-118.2658,08:00 PM - 08:30 PM,0,No
19124037,34.1664,-118.3066,09:30 AM - 10:00 AM,0,No
9486563,34.0444,-118.4555,06:00 PM - 06:30 PM,0,No
284671,33.7421,-118.23100000000001,07:30 PM - 08:00 PM,0,No
18721956,34.1585,-118.3789,11:30 AM - 12:00 PM,0,No
25409112,34.2725,-118.3004,09:30 AM - 10:00 AM,0,No
7048867,34.0252,-118.417,09:00 PM - 09:30 PM,0,No
398211,33.7485,-118.5338,01:30 PM - 02:00 PM,0,No
18126434,34.1449,-118.2631,07:00 PM - 07:30 PM,0,No
20868932,34.1902,-118.4607,07:30 PM - 08:00 PM,0,No
1030579,33.8382,-118.2827,05:00 AM - 05:30 AM,0,No
22541373,34.2157,-118.2739,04:00 PM - 04:30 PM,0,No
